name,price,position,brand,model,year_pd,km,status,transmission,fuel,country,style,seat_capacity,payload
,,"Chế Lan Viên, Phường Tây Thạnh, Quận Tân Phú, Tp Hồ Chí Minh",,,,,,,,,,,
,,"Phường Tây Thạnh, Quận Tân Phú, Tp Hồ Chí Minh",,,,,,,,,,,
,,"Phường Tân Sơn Nhì, Quận Tân Phú, Tp Hồ Chí Minh",,,,,,,,,,,
,,"Chế Lan Viên, Phường Tây Thạnh, Quận Tân Phú, Tp Hồ Chí Minh",,,,,,,,,,,
,,"Phường Hòa Thạnh, Quận Tân Phú, Tp Hồ Chí Minh",,,,,,,,,,,
,,"Đường Lũy Bán Bích, Phường Hòa Thạnh, Quận Tân Phú, Tp Hồ Chí Minh",,,,,,,,,,,
,,"Phường Phú Trung, Quận Tân Phú, Tp Hồ Chí Minh",,,,,,,,,,,
,,"Phường Tân Sơn Nhì, Quận Tân Phú, Tp Hồ Chí Minh",,,,,,,,,,,
,,"Phường Tây Thạnh, Quận Tân Phú, Tp Hồ Chí Minh",,,,,,,,,,,
,,"Đường Lũy Bán Bích, Phường Hòa Thạnh, Quận Tân Phú, Tp Hồ Chí Minh",,,,,,,,,,,
,,"Đường Bình Long, Phường Tân Quý, Quận Tân Phú, Tp Hồ Chí Minh",,,,,,,,,,,
,,"71 Đường Chế Lan Viên, Phường Tây Thạnh, Quận Tân Phú, Tp Hồ Chí Minh",,,,,,,,,,,
,,"Phường Tân Thành, Quận Tân Phú, Tp Hồ Chí Minh",,,,,,,,,,,
,,"Đường Lũy Bán Bích, Phường Hòa Thạnh, Quận Tân Phú, Tp Hồ Chí Minh",,,,,,,,,,,
,,"Đường Lũy Bán Bích, Phường Hòa Thạnh, Quận Tân Phú, Tp Hồ Chí Minh",,,,,,,,,,,
,,"69 Chế Lan Viên, Phường Tây Thạnh, Quận Tân Phú, Tp Hồ Chí Minh",,,,,,,,,,,
,,"Đường Lũy Bán Bích, Phường Hòa Thạnh, Quận Tân Phú, Tp Hồ Chí Minh",,,,,,,,,,,
,,"Phường Phú Thạnh, Quận Tân Phú, Tp Hồ Chí Minh",,,,,,,,,,,
,,"Đường Lũy Bán Bích, Phường Hòa Thạnh, Quận Tân Phú, Tp Hồ Chí Minh",,,,,,,,,,,
,,"Đường Lũy Bán Bích, Phường Hòa Thạnh, Quận Tân Phú, Tp Hồ Chí Minh",,,,,,,,,,,
,,"Đường Lũy Bán Bích, Phường Hòa Thạnh, Quận Tân Phú, Tp Hồ Chí Minh",,,,,,,,,,,
,,"Đường Lũy Bán Bích, Phường Hòa Thạnh, Quận Tân Phú, Tp Hồ Chí Minh",,,,,,,,,,,
,,"Đường Lũy Bán Bích, Phường Hòa Thạnh, Quận Tân Phú, Tp Hồ Chí Minh",,,,,,,,,,,
,,"69 Chế Lan Viên, Phường Tây Thạnh, Quận Tân Phú, Tp Hồ Chí Minh",,,,,,,,,,,
,,"Phường Tây Thạnh, Quận Tân Phú, Tp Hồ Chí Minh",,,,,,,,,,,
,,"Đường Chế Lan Viên, Phường Tây Thạnh, Quận Tân Phú, Tp Hồ Chí Minh",,,,,,,,,,,
,,"Chế Lan Viên, Phường Tây Thạnh, Quận Tân Phú, Tp Hồ Chí Minh",,,,,,,,,,,
,,"Chế Lan Viên, Phường Tây Thạnh, Quận Tân Phú, Tp Hồ Chí Minh",,,,,,,,,,,
,,"39 Đường Chế Lan Viên, Phường Tây Thạnh, Quận Tân Phú, Tp Hồ Chí Minh",,,,,,,,,,,
,,"Chế Lan Viên, Phường Tây Thạnh, Quận Tân Phú, Tp Hồ Chí Minh",,,,,,,,,,,
,,"Chế Lan Viên, Phường Tây Thạnh, Quận Tân Phú, Tp Hồ Chí Minh",,,,,,,,,,,
,,"69 Chế Lan Viên, Phường Tây Thạnh, Quận Tân Phú, Tp Hồ Chí Minh",,,,,,,,,,,
,,"Chế Lan Viên, Phường Tây Thạnh, Quận Tân Phú, Tp Hồ Chí Minh",,,,,,,,,,,
,,"96 Bác Ái, Phường Tân Thành, Quận Tân Phú, Tp Hồ Chí Minh",,,,,,,,,,,
,,"Chế Lan Viên, Phường Tây Thạnh, Quận Tân Phú, Tp Hồ Chí Minh",,,,,,,,,,,
,,"69 Chế Lan Viên, Phường Tây Thạnh, Quận Tân Phú, Tp Hồ Chí Minh",,,,,,,,,,,
,,"Phường Phú Thọ Hòa, Quận Tân Phú, Tp Hồ Chí Minh",,,,,,,,,,,
,,"69 Chế Lan Viên, Phường Tây Thạnh, Quận Tân Phú, Tp Hồ Chí Minh",,,,,,,,,,,
,,"Chế Lan Viên, Phường Tây Thạnh, Quận Tân Phú, Tp Hồ Chí Minh",,,,,,,,,,,
,,"39 Đường Chế Lan Viên, Phường Tây Thạnh, Quận Tân Phú, Tp Hồ Chí Minh",,,,,,,,,,,
,,"Đường Chế Lan Viên, Phường Tây Thạnh, Quận Tân Phú, Tp Hồ Chí Minh",,,,,,,,,,,
,,"Phường Tây Thạnh, Quận Tân Phú, Tp Hồ Chí Minh",,,,,,,,,,,
,,"Phường Tân Thành, Quận Tân Phú, Tp Hồ Chí Minh",,,,,,,,,,,
,,"Phường Tây Thạnh, Quận Tân Phú, Tp Hồ Chí Minh",,,,,,,,,,,
,,"Đường Lũy Bán Bích, Phường Tân Thới Hòa, Quận Tân Phú, Tp Hồ Chí Minh",,,,,,,,,,,
,,"Phường Tây Thạnh, Quận Tân Phú, Tp Hồ Chí Minh",,,,,,,,,,,
,,"Phường Hòa Thạnh, Quận Tân Phú, Tp Hồ Chí Minh",,,,,,,,,,,
,,"831 Trường Chinh, Tây Thạnh, Tân Phú, Hồ Chí Minh, Phường Tây Thạnh, Quận Tân Phú, Tp Hồ Chí Minh",,,,,,,,,,,
,,"32 Tân Thắng, Phường Sơn Kỳ, Quận Tân Phú, Tp Hồ Chí Minh",,,,,,,,,,,
,,"Phường Phú Thọ Hòa, Quận Tân Phú, Tp Hồ Chí Minh",,,,,,,,,,,
,,"Phường Tây Thạnh, Quận Tân Phú, Tp Hồ Chí Minh",,,,,,,,,,,
,,"32, Đường Bờ Bao Tân Thắng, Phường Sơn Kỳ, Quận Tân Phú, Tp Hồ Chí Minh",,,,,,,,,,,
,,"39 Đường Chế Lan Viên, Phường Tây Thạnh, Quận Tân Phú, Tp Hồ Chí Minh",,,,,,,,,,,
,,"39 Chế Lan Viên, Phường Tây Thạnh, Quận Tân Phú, Tp Hồ Chí Minh",,,,,,,,,,,
,,"Phường Tân Quý, Quận Tân Phú, Tp Hồ Chí Minh",,,,,,,,,,,
,,"Chế Lan Viên, Phường Tây Thạnh, Quận Tân Phú, Tp Hồ Chí Minh",,,,,,,,,,,
,,"Đường Lũy Bán Bích, Phường Hòa Thạnh, Quận Tân Phú, Tp Hồ Chí Minh",,,,,,,,,,,
,,"Phường Tây Thạnh, Quận Tân Phú, Tp Hồ Chí Minh",,,,,,,,,,,
,,"Phường Hiệp Tân, Quận Tân Phú, Tp Hồ Chí Minh",,,,,,,,,,,
,,"69, Đường Tây Thạnh, Phường Tây Thạnh, Quận Tân Phú, Tp Hồ Chí Minh",,,,,,,,,,,
,,"Phường Tây Thạnh, Quận Tân Phú, Tp Hồ Chí Minh",,,,,,,,,,,
,,"Phường Tân Sơn Nhì, Quận Tân Phú, Tp Hồ Chí Minh",,,,,,,,,,,
,,"32 Đường Bờ Bao Tân Thắng, Phường Sơn Kỳ, Quận Tân Phú, Tp Hồ Chí Minh",,,,,,,,,,,
,,"Đường Lũy Bán Bích, Phường Hòa Thạnh, Quận Tân Phú, Tp Hồ Chí Minh",,,,,,,,,,,
,,"Phường Phú Thạnh, Quận Tân Phú, Tp Hồ Chí Minh",,,,,,,,,,,
,,"Phường Sơn Kỳ, Quận Tân Phú, Tp Hồ Chí Minh",,,,,,,,,,,
,,"Phường Sơn Kỳ, Quận Tân Phú, Tp Hồ Chí Minh",,,,,,,,,,,
,,"Phường Sơn Kỳ, Quận Tân Phú, Tp Hồ Chí Minh",,,,,,,,,,,
,,"Đường Trường Chinh, Phường Tây Thạnh, Quận Tân Phú, Tp Hồ Chí Minh",,,,,,,,,,,
,,"Đường Trường Chinh, Phường Tây Thạnh, Quận Tân Phú, Tp Hồ Chí Minh",,,,,,,,,,,
,,"Phường Tân Sơn Nhì, Quận Tân Phú, Tp Hồ Chí Minh",,,,,,,,,,,
,,"Phường Tây Thạnh, Quận Tân Phú, Tp Hồ Chí Minh",,,,,,,,,,,
,,"Phường Tân Thành, Quận Tân Phú, Tp Hồ Chí Minh",,,,,,,,,,,
,,"Hẻm 37 Lũy Bán Bích, Phường Tân Thới Hòa, Quận Tân Phú, Tp Hồ Chí Minh",,,,,,,,,,,
,,"Chế Lan Viên, Phường Tây Thạnh, Quận Tân Phú, Tp Hồ Chí Minh",,,,,,,,,,,
,,"Phường Phú Thọ Hòa, Quận Tân Phú, Tp Hồ Chí Minh",,,,,,,,,,,
,,"69, Đường Tây Thạnh, Phường Tây Thạnh, Quận Tân Phú, Tp Hồ Chí Minh",,,,,,,,,,,
,,"Chế Lan Viên, Phường Tây Thạnh, Quận Tân Phú, Tp Hồ Chí Minh",,,,,,,,,,,
,,"Chế Lan Viên, Phường Tây Thạnh, Quận Tân Phú, Tp Hồ Chí Minh",,,,,,,,,,,
,,"Phường Phú Thọ Hòa, Quận Tân Phú, Tp Hồ Chí Minh",,,,,,,,,,,
,,"Phường Sơn Kỳ, Quận Tân Phú, Tp Hồ Chí Minh",,,,,,,,,,,
,,"Phường Sơn Kỳ, Quận Tân Phú, Tp Hồ Chí Minh",,,,,,,,,,,
,,"Phường Sơn Kỳ, Quận Tân Phú, Tp Hồ Chí Minh",,,,,,,,,,,
,,"Phường Sơn Kỳ, Quận Tân Phú, Tp Hồ Chí Minh",,,,,,,,,,,
,,"Hẻm 40 Tô Hiệu, Phường Tân Thới Hòa, Quận Tân Phú, Tp Hồ Chí Minh",,,,,,,,,,,
,,"Phường Tân Sơn Nhì, Quận Tân Phú, Tp Hồ Chí Minh",,,,,,,,,,,
,,"Đường Phan Anh, Phường Bình Trị Đông, Quận Bình Tân,Tphcm, Phường Tân Thới Hòa, Quận Tân Phú, Tp Hồ Chí Minh",,,,,,,,,,,
,,"Đường Lương Thế Vinh, Phường Tân Thới Hòa, Quận Tân Phú, Tp Hồ Chí Minh",,,,,,,,,,,
,,"Phường Phú Thọ Hòa, Quận Tân Phú, Tp Hồ Chí Minh",,,,,,,,,,,
,,"501 Đường Tân Kỳ Tân Quý, Phường Tân Quý, Quận Tân Phú, Tp Hồ Chí Minh",,,,,,,,,,,
,,"Đường Lũy Bán Bích, Phường Hòa Thạnh, Quận Tân Phú, Tp Hồ Chí Minh",,,,,,,,,,,
,,"501 Đường Tân Kỳ Tân Quý, Phường Tân Quý, Quận Tân Phú, Tp Hồ Chí Minh",,,,,,,,,,,
,,"Phường Phú Thọ Hòa, Quận Tân Phú, Tp Hồ Chí Minh",,,,,,,,,,,
,,"Hẻm 40 Tô Hiệu, Phường Tân Thới Hòa, Quận Tân Phú, Tp Hồ Chí Minh",,,,,,,,,,,
,,"Đường Phan Anh, Phường Bình Trị Đông, Quận Bình Tân,Tphcm , Phường Tân Thới Hòa, Quận Tân Phú, Tp Hồ Chí Minh",,,,,,,,,,,
,,"Chế Lan Viên, phường Tây Thạnh, quận Tân Phú, Phường Tây Thạnh, Quận Tân Phú, Tp Hồ Chí Minh",,,,,,,,,,,
,,"Phường Tây Thạnh, Quận Tân Phú, Tp Hồ Chí Minh",,,,,,,,,,,
,,"Phường Phú Thọ Hòa, Quận Tân Phú, Tp Hồ Chí Minh",,,,,,,,,,,
,,"Phường Phú Thọ Hòa, Quận Tân Phú, Tp Hồ Chí Minh",,,,,,,,,,,
,,"Phường Tân Thành, Quận Tân Phú, Tp Hồ Chí Minh",,,,,,,,,,,
,,"Đường Chế Lan Viên, Phường Tây Thạnh, Quận Tân Phú, Tp Hồ Chí Minh",,,,,,,,,,,
,,"Phường Phú Thọ Hòa, Quận Tân Phú, Tp Hồ Chí Minh",,,,,,,,,,,
,,"Phường Phú Thọ Hòa, Quận Tân Phú, Tp Hồ Chí Minh",,,,,,,,,,,
,,"Đường C8, Phường Tây Thạnh, Quận Tân Phú, Tp Hồ Chí Minh",,,,,,,,,,,
,,"Đường N4, Phường Sơn Kỳ, Quận Tân Phú, Tp Hồ Chí Minh",,,,,,,,,,,
,,"99 Tô Hiệu, Phường Hiệp Tân, Quận Tân Phú, Tp Hồ Chí Minh",,,,,,,,,,,
,,"Phường Phú Thọ Hòa, Quận Tân Phú, Tp Hồ Chí Minh",,,,,,,,,,,
,,"Phường Tây Thạnh, Quận Tân Phú, Tp Hồ Chí Minh",,,,,,,,,,,
,,"68 Đường S5 Phường Tây Thạnh Quận Tân Phú TP HCM, Phường Tây Thạnh, Quận Tân Phú, Tp Hồ Chí Minh",,,,,,,,,,,
,,"68 Đường S5 Phường Tây Thạnh Quận Tân Phú  Tphcm, Phường Tây Thạnh, Quận Tân Phú, Tp Hồ Chí Minh",,,,,,,,,,,
,,"314 LŨY BÁN BÍCH, Phường Tây Thạnh, Quận Tân Phú, Tp Hồ Chí Minh",,,,,,,,,,,
,,"Phường Tây Thạnh, Quận Tân Phú, Tp Hồ Chí Minh",,,,,,,,,,,
,,"32 Tân Thắng, Phường Sơn Kỳ, Quận Tân Phú, Tp Hồ Chí Minh",,,,,,,,,,,
,,"Chế Lan Viên, Phường Tây Thạnh, Quận Tân Phú, Tp Hồ Chí Minh",,,,,,,,,,,
,,"32 Đường Bờ Bao Tân Thắng, Phường Sơn Kỳ, Quận Tân Phú, Tp Hồ Chí Minh",,,,,,,,,,,
,,"Chế Lan Viên, Phường Tây Thạnh, Quận Tân Phú, Tp Hồ Chí Minh",,,,,,,,,,,
,,"Phường Phú Thọ Hòa, Quận Tân Phú, Tp Hồ Chí Minh",,,,,,,,,,,
,,"Phường Tây Thạnh, Quận Tân Phú, Tp Hồ Chí Minh",,,,,,,,,,,
,,"Phường Tân Thới Hòa, Quận Tân Phú, Tp Hồ Chí Minh",,,,,,,,,,,
,,"Chế Lan Viên, Phường Tây Thạnh, Quận Tân Phú, Tp Hồ Chí Minh",,,,,,,,,,,
,,"Phường Tây Thạnh, Quận Tân Phú, Tp Hồ Chí Minh",,,,,,,,,,,
,,"32 Đường Bờ Bao Tân Thắng, Phường Sơn Kỳ, Quận Tân Phú, Tp Hồ Chí Minh",,,,,,,,,,,
,,"32 Đường Bờ Bao Tân Thắng, Phường Sơn Kỳ, Quận Tân Phú, Tp Hồ Chí Minh",,,,,,,,,,,
,,"32 Đường Bờ Bao Tân Thắng, Phường Sơn Kỳ, Quận Tân Phú, Tp Hồ Chí Minh",,,,,,,,,,,
,,"314 Lũy Bán Bích, Hòa Thạnh, Tân Phú, Tphcm, Phường Hòa Thạnh, Quận Tân Phú, Tp Hồ Chí Minh",,,,,,,,,,,
,,"Chế Lan Viên, Phường Tây Thạnh, Quận Tân Phú, Tp Hồ Chí Minh",,,,,,,,,,,
,,"314 Luỹ Bán Bích, Phường Hòa Thạnh, Quận Tân Phú, Tp Hồ Chí Minh",,,,,,,,,,,
,,"Trường Chinh, Phường Tây Thạnh, Quận Tân Phú, Tp Hồ Chí Minh",,,,,,,,,,,
,,"Chế Lan Viên, Phường Tây Thạnh, Quận Tân Phú, Tp Hồ Chí Minh",,,,,,,,,,,
,,"Chế Lan Viên, Phường Tây Thạnh, Quận Tân Phú, Tp Hồ Chí Minh",,,,,,,,,,,
,,"Phường Tân Sơn Nhì, Quận Tân Phú, Tp Hồ Chí Minh",,,,,,,,,,,
,,"32 Đường Bờ Bao Tân Thắng, Phường Sơn Kỳ, Quận Tân Phú, Tp Hồ Chí Minh",,,,,,,,,,,
,,"Phường Tây Thạnh, Quận Tân Phú, Tp Hồ Chí Minh",,,,,,,,,,,
,,"Phường Tân Quý, Quận Tân Phú, Tp Hồ Chí Minh",,,,,,,,,,,
,,"Đường Tân Thắng, Phường Sơn Kỳ, Quận Tân Phú, Tp Hồ Chí Minh",,,,,,,,,,,
,,"Đường Tân Thắng, Phường Sơn Kỳ, Quận Tân Phú, Tp Hồ Chí Minh",,,,,,,,,,,
,,"Phường Tây Thạnh, Quận Tân Phú, Tp Hồ Chí Minh",,,,,,,,,,,
,,"Phường Sơn Kỳ, Quận Tân Phú, Tp Hồ Chí Minh",,,,,,,,,,,
,,"Hẻm 341 Khuông Việt, Phường Phú Trung, Quận Tân Phú, Tp Hồ Chí Minh",,,,,,,,,,,
,,"Đường Lũy Bán Bích, Phường Hòa Thạnh, Quận Tân Phú, Tp Hồ Chí Minh",,,,,,,,,,,
,,"831 Trường Chinh , Phường Tây Thạnh, quận Tân Phú, HCM, Phường Tây Thạnh, Quận Tân Phú, Tp Hồ Chí Minh",,,,,,,,,,,
,,"71 Đường Chế Lan Viên, Phường Tây Thạnh, Quận Tân Phú, Tp Hồ Chí Minh",,,,,,,,,,,
,,"Phường Tây Thạnh, Quận Tân Phú, Tp Hồ Chí Minh",,,,,,,,,,,
,,"Đường Tân Thắng, Phường Sơn Kỳ, Quận Tân Phú, Tp Hồ Chí Minh",,,,,,,,,,,
,,"Phường Phú Thọ Hòa, Quận Tân Phú, Tp Hồ Chí Minh",,,,,,,,,,,
,,"Hẻm 307 Khuông Việt, Phường Phú Trung, Quận Tân Phú, Tp Hồ Chí Minh",,,,,,,,,,,
,,"71 Đường Chế Lan Viên, Phường Tây Thạnh, Quận Tân Phú, Tp Hồ Chí Minh",,,,,,,,,,,
,,"Chế Lan Viên, Phường Tây Thạnh, Quận Tân Phú, Tp Hồ Chí Minh",,,,,,,,,,,
,,"Phường Tân Sơn Nhì, Quận Tân Phú, Tp Hồ Chí Minh",,,,,,,,,,,
,,"Phường Tân Thành, Quận Tân Phú, Tp Hồ Chí Minh",,,,,,,,,,,
,,"Phường Tây Thạnh, Quận Tân Phú, Tp Hồ Chí Minh",,,,,,,,,,,
,,"71 Đường Chế Lan Viên, Phường Tây Thạnh, Quận Tân Phú, Tp Hồ Chí Minh",,,,,,,,,,,
,,"71 Đường Chế Lan Viên, Phường Tây Thạnh, Quận Tân Phú, Tp Hồ Chí Minh",,,,,,,,,,,
,,"71 Đường Chế Lan Viên, Phường Tây Thạnh, Quận Tân Phú, Tp Hồ Chí Minh",,,,,,,,,,,
,,"Phường 1, Quận 11, Tp Hồ Chí Minh",,,,,,,,,,,
,,"Phường Hòa Thạnh, Quận Tân Phú, Tp Hồ Chí Minh",,,,,,,,,,,
,,"Phường Tây Thạnh, Quận Tân Phú, Tp Hồ Chí Minh",,,,,,,,,,,
,,"Phường Tân Sơn Nhì, Quận Tân Phú, Tp Hồ Chí Minh",,,,,,,,,,,
,,"Phường Tây Thạnh, Quận Tân Phú, Tp Hồ Chí Minh",,,,,,,,,,,
,,"Phường Tây Thạnh, Quận Tân Phú, Tp Hồ Chí Minh",,,,,,,,,,,
,,"Phường Tây Thạnh, Quận Tân Phú, Tp Hồ Chí Minh",,,,,,,,,,,
,,"Phường 5, Quận 11, Tp Hồ Chí Minh",,,,,,,,,,,
,,"Đường Tôn Thất Hiệp, Phường 13, Quận 11, Tp Hồ Chí Minh",,,,,,,,,,,
,,"Phường 11, Quận 11, Tp Hồ Chí Minh",,,,,,,,,,,
,,"Phường 11, Quận 11, Tp Hồ Chí Minh",,,,,,,,,,,
,,"Phường 10, Quận 11, Tp Hồ Chí Minh",,,,,,,,,,,
,,"Phường 13, Quận 11, Tp Hồ Chí Minh",,,,,,,,,,,
,,"Phường 2, Quận 11, Tp Hồ Chí Minh",,,,,,,,,,,
,,"Phường 10, Quận 11, Tp Hồ Chí Minh",,,,,,,,,,,
,,"Phường 13, Quận 11, Tp Hồ Chí Minh",,,,,,,,,,,
,,"Phường 1, Quận 11, Tp Hồ Chí Minh",,,,,,,,,,,
,,"Phường 10, Quận 11, Tp Hồ Chí Minh",,,,,,,,,,,
,,"Phường 5, Quận 11, Tp Hồ Chí Minh",,,,,,,,,,,
,,"Phường 1, Quận 11, Tp Hồ Chí Minh",,,,,,,,,,,
,,"Phường 10, Quận 11, Tp Hồ Chí Minh",,,,,,,,,,,
,,"Phường 5, Quận 11, Tp Hồ Chí Minh",,,,,,,,,,,
,,"Phường 10, Quận 11, Tp Hồ Chí Minh",,,,,,,,,,,
,,"Phường 2, Quận 11, Tp Hồ Chí Minh",,,,,,,,,,,
,,"Phường 1, Quận 11, Tp Hồ Chí Minh",,,,,,,,,,,
,,"Phường 10, Quận 11, Tp Hồ Chí Minh",,,,,,,,,,,
,,"Phường 1, Quận 11, Tp Hồ Chí Minh",,,,,,,,,,,
,,"Lý Thường Kiệt, Phường 5, Quận 11, Tp Hồ Chí Minh",,,,,,,,,,,
,,"Phường 6, Quận 11, Tp Hồ Chí Minh",,,,,,,,,,,
,,"Phường 15, Quận 11, Tp Hồ Chí Minh",,,,,,,,,,,
,,"Phường 10, Quận 11, Tp Hồ Chí Minh",,,,,,,,,,,
,,"Hẻm 37/11 Trịnh Đình Trọng, Phường 5, Quận 11, Tp Hồ Chí Minh",,,,,,,,,,,
,,"Phường 15, Quận 11, Tp Hồ Chí Minh",,,,,,,,,,,
,,"Phường 3, Quận 11, Tp Hồ Chí Minh",,,,,,,,,,,
,,"190/17b xóm đất,p 10,q11, Phường 10, Quận 11, Tp Hồ Chí Minh",,,,,,,,,,,
,,"38, Đường Chế Lan Viên, Phường 15, Quận 11, Tp Hồ Chí Minh",,,,,,,,,,,
,,"Phường 1, Quận 11, Tp Hồ Chí Minh",,,,,,,,,,,
,,"03 Lô A Chung cư Lạc Long Quân Phường 5 Quận 11, Phường 5, Quận 11, Tp Hồ Chí Minh",,,,,,,,,,,
,,"38, Đường Chế Lan Viên, Phường 15, Quận 11, Tp Hồ Chí Minh",,,,,,,,,,,
,,"Đường Hàn Hải Nguyên, Phường 10, Quận 11, Tp Hồ Chí Minh",,,,,,,,,,,
,,"Phường 11, Quận 11, Tp Hồ Chí Minh",,,,,,,,,,,
,,"38, Đường Chế Lan Viên, Phường 15, Quận 11, Tp Hồ Chí Minh",,,,,,,,,,,
,,"Đường Số 299 Lý Thường Kiệt, Phường 15, Quận 11, Tp Hồ Chí Minh",,,,,,,,,,,
